review_id,review_text,aspect,sentiment
RVW_01459,"Beli yang ke 2x nya eos mantap , cuman yang giftnya pecah 😢 tp yaudah lah gakpapa penting eosnya aman sentosa",No Aspect,None
RVW_01465,"Perfumenya, reed difusernya, juara! adminnya ramah, vouchernya juga ramah banget hihi (terimakasih), lagi dibuat jatuh cinta sama produk HMNS 🤗",No Aspect,None
RVW_01474,barang nya bagus bgt..sesuai keinginan saya terima kasih HMNS di tggu orderan berikutnya,No Aspect,None
RVW_01479,Terimakasih parfumnya sampai dengan selamat 😊 Nyampe nya hari sabtu pas engga ngantor jd baru di unboxing hari ini. Alhamdulillah ngga ada yg fail.,No Aspect,None
RVW_01484,udah ke 3 kali nya pake HMNS 👍👍 jadi manusia wangi 😄 CO di 10.10 di kasih bonus topi. Mandepppppp ... thanks HMNS,No Aspect,None
RVW_01486,"Gak pernah gagal, selalu suka sama EoS ini dan pelayanan dari team. terimakasih bonus kalendernya..",No Aspect,None
RVW_01492,Seneng banget! 🫶🫰🏻❤️,No Aspect,None
RVW_01494,Untuk yang ke sekian kalinya. Dan senengnya lagi pengiriman kali ini cepat banget sampenya! ❤❤❤,No Aspect,None
RVW_01499,"dateng-dateng ko paketnya double, ternyata ada giftnya si bola² mandi, terima kasih banyak~ eos dari tahun lalu sudah jadi daily parfum ku 🤗",No Aspect,None
RVW_01512,"Lagi lagi dan lagi order, terima kasih barangnya sudah sampai dengan baik, biasanya plus dapet parfum mini (tester?), sekarang dikasih gratisan goodibag, terima kasih~",No Aspect,None
RVW_01521,"Akhirnya, punya juga full size nya. Setelah sekian lama pernah punya versi decant, dan sy kira gk sukak. Kmrn nemu lg si decant nya, dan akhirnya memutuskan beli full size. Gk heran sih, jd laris dan viral.",No Aspect,None
RVW_01524,"Pelayanan penjual sangat bagus, kualitas produk nya mantap, pengemasan oke, pengiriman juga cepat, 2 jempol pokoknya.",No Aspect,None
RVW_01529,"Paket selamat, Pengiriman cepat & Istri suka.",No Aspect,None
RVW_01532,Fix ini parfum terperfect buat gue ... Suukaaa,No Aspect,None
RVW_01535,HMNS the best! Eos the best!,No Aspect,None
RVW_01538,perfume favorite❤❤❤,No Aspect,None
RVW_01544,kereeeeeennnnnnnnnn,No Aspect,None
RVW_01545,botol ke-3 🥰 secinta itu sama HMNS EOS sampe buluk banget karna dipakai terus.,No Aspect,None
RVW_01548,"Ceritanya gue abis beli minyak wangi hmns, biasa korban live tiktok jadi co, trus pas sampe ko dusnya ada 2, gue pikir ah paling dus kosong biar ga pecah kali ya, lah dpt topi. Ini emang kalo beli minyak wangi hmns dpt topi kah???? Gue baru pertama beli soalnya. Btw makasi topinya min",No Aspect,None
RVW_01550,"Respon toko cepat, pelayanan baik dan maksimal. Senang berbelanja di toko ini, produknya sesuai dengan deskripsi dan cocok untuk wanita. Packing aman, terima kasih.",No Aspect,None
RVW_01559,Umamiiiiiii…. Badabesttttt…..,No Aspect,None
RVW_01560,"pengiriman cepat, pesen sabtu, senin udh nyampe terus dapat vial unpatched sama orgasm 👍🏻",No Aspect,None
RVW_01562,"please help, gue bingung mau pilih eos atau orgsm, gue order duaduanya, soalnya yg satu buat dikasih ke doi😂, dapet bonus pula dari hmns",No Aspect,None
RVW_01563,"terima kasih banyak kak, dapat bonus juga, senang dan puas banget",No Aspect,None
RVW_01582,"farhampton....alpha...orgsm....eos...udah dicoba semua,tinggal perfection👌👌👏👏👏",No Aspect,None
RVW_01592,"I've been using hmns since day one, and I can't stop loving it",No Aspect,None
RVW_01593,"sempet barang dateng dlm kondisi pecah isinya abis , untung saat chat ke hmns langsung di respon dan di ganti baru. kurang lebih 3 hari . thanks 🙏",No Aspect,None
RVW_01598,"barang sesuai deskripsi, cepat sampai, admin nya sangat responsif 👍",No Aspect,None
RVW_01610,"Paketnya sampai dengan selamat ketangan yg ultah, terima kasih ya Hmns",No Aspect,None
RVW_01622,"Recommended seller, admin nya ramah sekali. barang sampai dengan lancar, packing rapih dan aman",No Aspect,None
RVW_01634,mantap2 beli parfum dapat ancang terimakasih hmns,No Aspect,None
RVW_01635,"nggak pernah nyesel langganan disini, fast respon",No Aspect,None
RVW_01639,Sampai dengan selamat dan cepat thankyouu,No Aspect,None
RVW_01641,luvv banget! cepet jugaaa pengirimannyaa,No Aspect,None
RVW_01643,thank you free sample orgsm nya ka 😍,No Aspect,None
RVW_01646,MEVVAH!!! Bakal repeat order sih pasti,No Aspect,None
RVW_01647,ayo beli lokal 😁,No Aspect,None
RVW_01651,produk telah sampai dengan selamat & happy banget dikasi bonus mini parfume. Thankyou HMNS,No Aspect,None
RVW_01660,"Sukak banget sama HMNS walau agak lama tapi penantian ga ngecewain sama skali, dapat bonus tempat kartu😍 terimakasih HMNS💖",No Aspect,None
RVW_01661,"Sukaaaaaaa.. terima kasih untuk kalendernya, dan 12 voucher setiap bulannya",No Aspect,None
RVW_01662,"barang sudah sampai tujuan, sesuai pesanan, good quality, sudah berlangganan sejak SMA, recommend seller, terimakasih🙏",No Aspect,None
RVW_01667,"keren sihh cepat pengiriman nyaa ,",No Aspect,None
RVW_01668,I’m just gonna have to get a hold you and get a hold of the doctor to get you in the morning to get your prescription and I will get you the prescription,No Aspect,None
RVW_01669,"pengiriman nya cepet , dan baru kali ini beli parfum hnms banyak bgt hadiah nya , terima kasih ka",No Aspect,None
RVW_01674,Paket sudah sampai dengan aman. Sudah punya 9 varian Parfum dari HMNS. Terima kasih,No Aspect,None
RVW_01679,"Pengiriman cepat packing rapih,seller ramah responsif",No Aspect,None
RVW_01684,"Sukaaaa banget sama EOS, Alhamdulillah kesampaian beli full size nya hehe",No Aspect,None
RVW_01686,Pengirman cepaaaattttt ...mantapppp kak Dpt bonus juga tks,No Aspect,None
RVW_01694,"Yuhuuu makasih barangnya udah sampe, alhamdulillah istri suka ogut beliin EoS, alpha nya buat ogut hehe",No Aspect,None
RVW_01699,"Order kesekian kalinya, dan belum pernah mengecewakan.",No Aspect,None
RVW_01705,"Pelayanan cepat mantap, produk dikirim sesuai order, dapet free incense juga",No Aspect,None
RVW_01707,Lucu bgt dikasih notebook^^ Jadi makin setia ama hmns🫰🏻,No Aspect,None
RVW_01713,"sampai dengan selamat. belum dicoba sih, semoga saya cocok. kalau enggak ya ready to jual lagi hehehe...",No Aspect,None
RVW_01717,"Sesuai ekspektasi dan review disana sini, makasih juga voucher dan sample mininya ya",No Aspect,None
RVW_01720,Tks seller & kurir…👍🏼👍🏼 paket sampai lbh cpt dr estimasi.,No Aspect,None
RVW_01721,"akhirnya kebeli juga setelah ngabisin yg orgasm, dabest sih 💪",No Aspect,None
RVW_01726,"Barang selamat sampai tujuan, untuk bau no comment karena beli untuk hadiah 😂. Dikasih bonus juga hair mist gede banget sama seller, Thank you so much 🤙🏻",No Aspect,None
RVW_01729,Untuk pelayanan sangat memuaskan Cuma terkendala di pengiriman Gila apa 3 hari g jalan2 dr jastipnya Paket nyampe dengan aman,No Aspect,None
RVW_01737,"awalnya sedikit bingung, mau ambil yang perfection atau eos, karena kerjaan lebih sering jalan-jalan keluar kantor, maka milih eos, dan ternyata tidak salah pilih. eh, dapet bonus starter kit yang perfection. terbaik dah?!!",No Aspect,None
RVW_01741,"Setelah pakai parfum ini, yang tadinya dipanggil ‘mbak’ , jadi dipanggil ‘kak’ 😆",No Aspect,None
RVW_01744,"good, kirain bakal dapet vial ternyata engga tapi overall keren kok produknya",No Aspect,None
RVW_01756,"I'm done. DONE BANGEET! Gokil parah sih hyuminnnsss aduh kalian tuh parah bangeeeet. aku sampe sesumbar langsung bilang ""FIX SELESAI UDAH PENCARIAN PARFUMKU. AKU DAH NEMU BELAHAN JIWAKU."" Huhuuu gimana sih kalian kok keren banget mempertemukan aku sama jodohku. Makasih banyak banyak, kalian dapet free pass ke surga jalur mempertemukan jodoh 🙏. Tolong ini jangan sampai discontinued ya, nanti aku bingung gimana kalau kehabisan ini. huhuuu:')",No Aspect,None
RVW_01768,barang sesuai deskripsi... mari support brand lokal.. recommended seller,No Aspect,None
RVW_01775,"Finally..mendarat dgn mulus, kemarin h2c ya untuk dpt ini perfume, alhamdulilah rezeki .. trima ksh bt ream HMNS, sukses trus produk Indonesia yg sdh Go internasional 👍👍👍",No Aspect,None
RVW_01787,"dapat harga promo dan produk sesuai pesanan, pengemasan baik dan rapih, pengiriman sesuai estimasi,",No Aspect,None
RVW_01791,terimakasih bonusnya semoga awet packing aman selalu recommended,No Aspect,None
RVW_01795,"Produk diterima sesuai dengan deskripsi packing aman, pengiriman cepat dan dapat tambahan hadiah.",No Aspect,None
RVW_01796,"Proses order cepet. Packing rapi, baranf cepat sampai. Item yg diterima sesuai.",No Aspect,None
RVW_01804,salah satu varian juara dari HMNS💯 sangat ditunggu untuk inovasi inovasi lainnya di 2023 sukses selalu HMNS✨✨✨,No Aspect,None
RVW_01805,LOVE TRIMA KSH FREE GIFT NOTE BOOKNYA & VOUCHERNYA KAKSAY🙏😘❤️,No Aspect,None
RVW_01807,"Mantap, packing aman, respon dan pengiriman cepat 👍👍👍",No Aspect,None
RVW_01818,Gatau wanginya kaya gimana soalnya buat dijadiin kado 🥲 semoga aja yg penerimanya seneng 🙃,No Aspect,None
RVW_01823,"Purchasing a high-end fragrance is looked at as a luxury splurge, but never as a simple part of your grooming routine. @hmns.id collabs with @rumahatsiri It's all good the aim is to please one's self, that's what fragrance should ultimately stand for.",No Aspect,None
RVW_01853,Sudah kesekian kalinya pake unrosed 🥰,No Aspect,None
RVW_01856,"Thanks HMNS janinya kasih bonus bodymist 100ml datangnya 250ml, mana dapet vocer pula, suskes terus dan banyakin promo lg ya",No Aspect,None
RVW_01862,WKWKW GK EXPECT CUY DAPET KALENDER 2026. excited banget pas buka paketnya karena kepo ko ada paket gedenyaa. terus di kalendernya ada voucher 25k tiap bulan (min.300k) and of course dapet juga voucher 25k (min.200k). Thanks HMNS!,No Aspect,None
RVW_01872,"well sekuut HMNS,",No Aspect,None
RVW_01877,pesanan cepat datang dan kualitas barang sangat baik👍,No Aspect,None
RVW_01886,Barang sesuai deskripsi dan pelayanan penjual ramah,No Aspect,None
RVW_01888,"belum di buka, biar pasangan ku yg buka nanti. ktnya dia pengen bgt parfum ini. pasti dia suka",No Aspect,None
RVW_01893,"pengiriman cepat, barang bagus, dikasih bonus juga 👍",No Aspect,None
RVW_01896,"botol ke tigakuuuu, SECINTA ITU SAMA UNROSED 😍✨️",No Aspect,None
RVW_01899,"prosesnya cepat, pengemasan oke, barang aman dan sesuai deskripsi, terima kasih voucher 25rbnya",No Aspect,None
RVW_01901,"mantap terbaik, gatau udh pesenan ke brp dari hmns ini",No Aspect,None
RVW_01906,dapet bonus dong.. apa ini trik marketing biar beli lg yaaa .. 😅,No Aspect,None
RVW_01917,perfect for all out condition and thanks for the voucher,No Aspect,None
RVW_01921,Seperti biasa. Aku suka bgt dan ini repurchaseku yg kedua si unrosed hahahaha. Saking cintanya. Makasih banyak yahh✨🫶🏻,No Aspect,None
RVW_01925,Barang sudah diterima dengan baik.. Terimakasih bonus nya kak,No Aspect,None
RVW_01939,"Alhamdulillah,,, akhirnya, setelah ikutan perang... dapet bonusnya juga,,, terimakasih hmns n Tokopedia,,,",No Aspect,None
RVW_01962,"Masha Allah, berkah bgt bisa pake unrose buat Jumat barokah besok ke kantor. thank u for the voucher too. love this so much 🤩❤️",No Aspect,None
RVW_01966,"Seneng bgtt dpt free sesuai req, makin cinta dehhh",No Aspect,None
RVW_01992,"dear, Hmns. first thing first, aku blm bisa review Unrosed. karena... kamu belum baca DM ttg nanyain yg cocok aku kasi buat dia apa. ini produk kedua ku dari HMNS setelah war Addict (yang juga dapet di first batch, lucky me) tp keduanya sama sekali masih bersegel plastik karena aku bingung mau kasi yang mana ke dia (he) yang kusayang. dia baik budi, sabar, bijak, well-dressed, dan suka basket. jadinya aku ngadoin dia Addict atau Unrosed, humins? jangan blg 2 2 nya krn akupun mau 1😭👍🏻 kabarin aku, nggak ASAP jg nggak apa2. doain dia mau ya, humins, biar lancar aku ngadoinnya. THANK YOU. cepet bgt war kemarin nyampe hari ini. LUV 💖",No Aspect,None
RVW_02015,Produk bagus. Dikasih bonus Hair & Body Mist pula. Recommend! Pengiriman juga cepat n aman. Terima kasih,No Aspect,None
RVW_02025,Cinta bgt sama unrosed.. ini purchase ke 2 buat gift ke adik.. tks Hmns,No Aspect,None
RVW_02029,thank you banget ya... ga menyesal beli ini malahan kalo ada batch 2 pengen beli lagi hehe please adain batch 2,No Aspect,None
RVW_02031,Bakal jadi parfum fav kedua nih setelah varian O 🥰,No Aspect,None
RVW_02038,"pengiriman cepat, dapet bonus kalender. syukaaaaa😍",No Aspect,None
RVW_02049,"packing aman, pengiriman cepat, sellernya cepat tanggap, barangnya berkualitas, udh 2x beli disini mantap parfumnya. mantap pokoknya",No Aspect,None
RVW_02058,"Thank, Barang tiba sesuai pesanan, Pengiriman cepat, Packaging aman Free gift",No Aspect,None
RVW_02059,"Parfum fav dan andalan kuu kak.. Sllu ter Loveeee..pakaii,wlpun banyak koleksii parfum..ttep ter thabestt sotb..balik ke kamu lagii alwayss maaciii bonuss parfumm kecill nyaa.. Smogaa bonuss2 nyaa lbih banyakk lagii yaa kak.. Hehehe...maaciii kak",No Aspect,None
RVW_02062,"packing safety, barang segel, parfum recomended, original, ga mengecewakan pakai parfum ini, dapat bonus.. thanks 👍👍👍",No Aspect,None
RVW_02068,Barang sudah diterima dengan baik dan komplit. Terimakasih banyak ya,No Aspect,None
RVW_02076,hxhxhd yg mana ya pak terimakasih atas nama siapa ya yang waktu itu total perstiker abis magrib mH yg mana uy malem Minggu nich gan ane juga lu Han kang pinjol yg,No Aspect,None
RVW_02086,"barang udah nyampe, gak kebagian bonus promonyanya..namanya juga selama persediaan masih ada, terima.kasih saff n co",No Aspect,None
RVW_02087,paketnya sudah sampai dan benar-benar puas dengan produknya trims gan....,No Aspect,None
RVW_02095,gaada cacat sedikit pun dan yg selalu suka selalu ada sample varian parfum yg lain👍 sukses selalu Saff n Co ✨️,No Aspect,None
RVW_02097,"Suka baget sama SOTB, sampe ngestock karna takut ntar habis gak bsa co lagi, thank you seller",No Aspect,None
RVW_02098,Udah ke3 kalinya beli disini dan overall mantap good job 👍👍👍,No Aspect,None
RVW_02101,"Jasa Pengiriman yg buruk sekali, kardus diterima dlm keadaan jebol & rusak, untung kardusnya besar, wlpn ga pake bubblewarp tp terlindungi dan tdk pecah, btw dikasih bonus kemasan super mini, trmksh..",No Aspect,None
RVW_02108,Sesuka itu sama sotb 😍😍 repurchase yg ke 2 and bakal repurchase trus ❤️❤️,No Aspect,None
RVW_02115,sebelumnya beli SOTB mini size krn suka beli yang besar. eh skrg diksh tater las pozas.,No Aspect,None
RVW_02121,barang cepat sampai mantappppppppp seller baik,No Aspect,None
RVW_02131,mantap hanya saja pengirimannya lumayan lama tp it's oke parfumnya ori💖,No Aspect,None
RVW_02133,"Lagi lagi beli lagii, parfurm ter the best",No Aspect,None
RVW_02138,Terimakasih pengiriman cepat dan aman. .,No Aspect,None
RVW_02144,"Pembelian ke 2x, pertama travel size skrg yg gede",No Aspect,None
RVW_02150,Mantap pengiriman nya cepet bngt sesuai pesanan mantap pokoknya ga usah ragu lngsng co,No Aspect,None
RVW_02157,Produk sudah sampai. Tidak ada yang bocor dan pecah. Selalu langganan beli varian ini ✌,No Aspect,None
RVW_02163,"Biasa pake yg varian Loui, terus pernah cobain juga bbrp varian lain termasuk S.O.T.B Sekarang mau pake yg ini",No Aspect,None
RVW_02175,Aaakk akhirnya kebagian SOTB setelah sekian lama 🫶 dapet vial ostara yeay,No Aspect,None
RVW_02191,"Kualitas produk: No debat, favorit gw 😅",No Aspect,None
RVW_02193,"Makasih ya, paket nya udah sampai",No Aspect,None
RVW_02212,RECOMMEND UNTUK PRIA,No Aspect,None
RVW_02214,Udah habis 4 botol 💕🤙🏽 suka banget sotb sama ostaria,No Aspect,None
RVW_02220,As always tdk pernah mengecewakan. Sudah 2x co dan selalu memuaskan. Pengirimannya juga sangat cepat. Thx seller 🥰,No Aspect,None
RVW_02227,Sudah tidak perlu diragukan lagi kalo saff n co . Bestttttt,No Aspect,None
RVW_02228,"Kualitas produk: Mantep dah, cuma dari logistiknye aje wkwkwkwk",No Aspect,None
RVW_02236,Sotb udah gak pernah pake yang lain,No Aspect,None
RVW_02240,"yeeay barang sudah sampai, pengiriman cepat, dan sesuka ituu sama parfum saff n co.",No Aspect,None
RVW_02241,Barang sesuai deskripsi. Respons dan pengiriman cepat. Terima kasih.,No Aspect,None
RVW_02242,Kualitas produk: 100% tidak diragukan lagii product dari saff&co pengiriman super satset,No Aspect,None
RVW_02248,Kualitas produk: Terbaik Pengiriman cuma 2 hari setelah pemesanan. Express poll,No Aspect,None
RVW_02273,"BAGUSS BANGEETT DAPETT FREE ILIAD JUGAAA, REKOMENDASI POKOKNYA SOTBB ❤",No Aspect,None
RVW_02284,"Sebenernya salah order 😪, udh pny yg sotb, tdnya mo order ostara..akhirnya sotb ini dijual ke temen dgn harga diskon dikit wkwkwk",No Aspect,None
RVW_02288,Pesanan saya terima dalam keadaan baik terima kasih Seller dan kurir.,No Aspect,None
RVW_02301,"Pengiriman cepat, packing aman sekali,kualitas produk sangat baik, mantapp",No Aspect,None
RVW_02304,Barang sesuai pesanan ya & dikasi freebies ostara👍 Proses pengiriman cepat & Packaging aman 🙏,No Aspect,None
RVW_02306,"Barang sudah diterima, cepat sampai, dan sesuai pesanan. Dapat tester juga.. thank you ya",No Aspect,None
RVW_02308,"Akhirnya restock, gak bakal kecewa deh kalian beli👍🏻 wajib punya",No Aspect,None
RVW_02316,"Suka banget sama parfum ini...finally i have it..., walau pengiriman lama sampai harus dijemput ke kantor ekspedisinya..thank you saff & co i love you...",No Aspect,None
RVW_02318,"Barang bagus dan befungsi dengan baik, pengiriman juga cepat",No Aspect,None
RVW_02325,"sangking cinta nya sama saff & co, sekaligus langsung co 2 varian, pengiriman juga cepet banget, bener2 the best buat pelayanan & juga produk nya!!! ♥️",No Aspect,None
RVW_02332,terimakasih paketnya sdh nyampe. recommended seller,No Aspect,None
RVW_02339,"Saya sangat puas dengan pembelian saya. Produknya berkualitas, pelayanannya memuaskan, dan pengirimannya cepat.",No Aspect,None
RVW_02347,"Original punya capt , lokal pride product yang harus kalian coba darinya saff n co, kirimnya sat set capt",No Aspect,None
RVW_02359,"Kualitas Oke, pengiriman cepat dan dapat sampling. Keren!",No Aspect,None
RVW_02367,"mantap cepat dan ada bonus illiad dan sudah langganan juga tiap parfum habis selalu beli di saffnco, kalo mau coba varian lain dan beli banyak bisa beli varian yg kecilnya gaes",No Aspect,None
RVW_02368,barang sampai dengan selamat thanks seller👍👍👍,No Aspect,None
RVW_02377,Udah ke3 kalinya beli disini dan overall mantap good job 👍👍👍,No Aspect,None
RVW_02384,"barang sudah sampai dengan selamat thanks seller, harga naik mungkin karna mau lebaran kali ya😅",No Aspect,None
RVW_02385,langganan terus di toko ini selalu fast response thanks seller👍👍👍,No Aspect,None
RVW_02386,parfum sampai dengan selamat. first time beli parfum disini langsung jatuh cinta euy asliii no fek fek. puas deh pokoknyaa 🙇🏻 thanks admin udah mau respon positif :)),No Aspect,None
RVW_02387,"Very recommend online seller, responsenya sangat cepat. Pengirimannya juga sangat cepat dan di packing sangat aman. Barang sangat sesuai dengan deskripsi.",No Aspect,None
RVW_02396,"Kualitas produk: Kualitas bagus, pengiriman cepat banget paket sampai dgn aman",No Aspect,None
RVW_02399,pengiriman tercepat dan aman banget.. gak pernah nyesel beli di sini..,No Aspect,None
RVW_02402,Produk sudah sampai. Tidak ada yang pecah. Semoga cocok di aku 👍,No Aspect,None
RVW_02404,sesuai harapan karena toko terbaik langganan,No Aspect,None
RVW_02406,pengiriman cepat dan barang sangat sesuai ekspektasi,No Aspect,None
RVW_02407,Ud beberapa kali beli ... Pertama kalinya beli d tik tok ... Alhamhamdulillah selalu 👍👍👍👍,No Aspect,None
RVW_02409,"Mantap beli solaris ke dua kalinya suka, dapet sample iliad 👍🏼",No Aspect,None
RVW_02422,Saff & co. Dari dulu Mmg tidak mengecewakan,No Aspect,None
RVW_02423,"Mantap,rekomendasi dari teman",No Aspect,None
RVW_02430,"First time nyoba, semoga bisa betah pake ini",No Aspect,None
RVW_02445,"sukaaaa, free pouch dan sample parfume",No Aspect,None
RVW_02460,"Ini orderan kedua aku beli saff & co, dapet bonus jugaaa",No Aspect,None
RVW_02489,Dsscr ffdd this time of the month I can’t sleep and my brain hurts and my stomach is so tired I have no appetite for it,No Aspect,None
RVW_02491,yg dlu suka pakai merk Zar• Boleh coba pakai parfum ini hehe mantap,No Aspect,None
RVW_02493,"Product quality: aku belum bisa buka karna ini gift buat cowokuuu, hehehehe semoga dia sukaaa!! ❤️",No Aspect,None
RVW_02500,"oder minggu instant, kirain senen dikirimnya eh hari minggu malem udh sampe dikantor. thx",No Aspect,None
RVW_02502,"paling cocok sama Solaris sih, eh ternyata dapet tester las pozas.. makasih min",No Aspect,None
RVW_02506,gilsssss gak pernah gagal saffnco,No Aspect,None
RVW_02511,Barang sesuai dengan deskripsi dan pesanan. Pengiriman lancar dan kondisi barang aman.,No Aspect,None
RVW_02514,pengiriman sangat cepat💯 first time coba saff.co & sudah pasti sesuai ekspektasi👍🏼 tidak sabar untuk coba varian lainnya dari saff.co,No Aspect,None
RVW_02534,Manataaaaaapppppppppppz ini sih original bangeetttt,No Aspect,None
RVW_02536,rekomendasi bgt buat kalian yang mau beli parfum.,No Aspect,None
RVW_02539,ekspress 👍👍👍👍 ...,No Aspect,None
RVW_02551,"Kualitas produk: 1000% terbaik maaf vid unboxing nya engga di upload karna durasi nya kepanjangan tapi gapapa, product yang di kirim sesuai, barang diterima dalam keadaan mulus tidak ada kecacatan pada product, pengiriman satset, jangan diragukan lagi kualitas parfum saff & co buktinya gua beli 2 varian saff & co",No Aspect,None
RVW_02556,"Kualitas produk: sangat baik, recommended buat cowo. dah cekout yng kedua kali varian solaris ini asli bikin gebetan gua makin nempel. tadinya berharap dapet free tester varian lain, ternyata ga dapet. but oke lah amann🤙",No Aspect,None
RVW_02583,"Kualitas produk: Sangat bagus, sangat rekomendasi untuk para cowok²",No Aspect,None
RVW_02606,mantap pokok'e,No Aspect,None
RVW_02632,Kualitas produk: sangat bagus Terimakasih sudah datang parfum saff n co yg ostara langganan ku beli disini 😍,No Aspect,None
RVW_02635,mendarat dengan selamat pengiriman cepet banget cuman sehari nyampe pake bebas ongkir sip👍👍👍,No Aspect,None
RVW_02641,"Parfume sudah merapat, semoga sesuai. Mohon maaf belum bisa share wujudnya karena masih diluar kota, tapi karena ini sudah pembelian ke sekian kali maka dapat dipastikan aman dan sesuai harapan. Gasssss.",No Aspect,None
RVW_02648,Udah ke3 kalinya beli disini dan overall mantap good job 👍👍👍,No Aspect,None
RVW_02651,"mantap mendarat dengan sempurna, dapet bonus lagi 👍",No Aspect,None
RVW_02652,Barang udh sampai.... Cepat juga sampai... kali ke 2 order dgn wangi yg sama 😍,No Aspect,None
RVW_02656,Semoga bisa kebeli parian lainnya juga🥰,No Aspect,None
RVW_02660,Pengiriman safety sekali.. suka. Sesuai pemesanan.. 🤗😘,No Aspect,None
RVW_02662,"Kualitas produk: Bagus banget, cuma sayang ga dapat tester nya lagi, biasanya kalau beli selalu dapat tester nya",No Aspect,None
RVW_02676,Gasss. Semoga sih wanginya enak.,No Aspect,None
RVW_02681,blm mau berpaling ke yang lain xixixi Kualitas produk: gosah diragukan lagi saff & co inii,No Aspect,None
RVW_02691,goks goks goks‼️ the best lah ostara mah,No Aspect,None
RVW_02698,"sukaaaa, free pouch dan parfume sample",No Aspect,None
RVW_02702,Kualitas produk: Sangat bagus original,No Aspect,None
RVW_02711,Bener bener parfum yang oaling aku suka dari dulu nyarik nyarik sangat memuasakan dan next bakalan order lagi,No Aspect,None
RVW_02713,"paket sdh sampai dengan bonusnya , terima kasih ☺️",No Aspect,None
RVW_02724,"Kualitas produk: Sangat baik, Dpt bonus jg.. Terima kasih seller.. 🫰🏻",No Aspect,None
RVW_02739,"Pengirimannya cepet banget diterima dengan selamat dan terimakasih bonusnya , insyallah bakal beli lagi yg varian lain 👍😍",No Aspect,None
RVW_02740,"Senin cekout, selasa siang sudah smpe rumah terbaik emang, Kedua kalinya beli dsini, Dpet tester ILIAD, ttep seneng ostara👌👌👌",No Aspect,None
RVW_02756,"Mantulll lah Pokonya, tidak di ragukan lagi... Nyampe nya juga lebih cepat dr estimasi 👍🏻👍🏻🫰🏻",No Aspect,None
RVW_02764,Kali ke dua beli saff n co Kali ini pengiriman lama Dan gadapet free sample seperti pertama kali,No Aspect,None
RVW_02769,"MAU AKU JUALL 150k GUYS, BARU 2x SEMPROT (nyoba wanginya) LANGSUNG AK MASUKIN TENPATNYA LAGI... SOALNYA SALAH BELI BUKAN INI YG DI MAKSUD, KALAU ADA YG MAU BISA LANGSUNG DM TIKTOK AKU YAA @cillifel0ved (dikirim dari cibinong)",No Aspect,None
RVW_02772,terllu sedikit,No Aspect,None
RVW_02774,"Yeah paket sudah tiba, baru kali ini order ostata by saff , semoga suka dengan wanginya...",No Aspect,None
RVW_02780,Love ittt.,No Aspect,None
RVW_02783,Okey good,No Aspect,None
RVW_02788,Barang sesuai pesanan. !!!,No Aspect,None
RVW_02820,Produk sesuai sangat puas terima kasih,No Aspect,None
RVW_02828,baik,No Aspect,None
RVW_02846,Kualitas produk: Baik. Pengiriman sesuai estimasi waktu.,No Aspect,None
RVW_02851,"Paket sampai dengen selamat, kualitas sangat bagus",No Aspect,None
RVW_02858,AKKKK SUKA BANGET,No Aspect,None
RVW_02891,Kualitas produk: saff n co gak perlu diragukan ya kualitasnya🏆,No Aspect,None
RVW_02892,Kualitas produk: Paling favorite sampai saat ini🕺🏻,No Aspect,None
RVW_02893,makasih banyak y kak sudah dikirimkan sukses selalu usahanya,No Aspect,None
RVW_02897,"puas banget 👌 seller ramah, proses cepat, packing aman, pengiriman cepat, barang sesuai 👍🏾👍🏾",No Aspect,None
RVW_02899,Suka bnget sama ini parfum pertama kali kalo gasalah 2 tahun lalu apa setahun lalu order langsung jatuh cinta,No Aspect,None
RVW_02900,"Kualitas produk: sangat bagus, pengiriman cepat barang aman",No Aspect,None
RVW_02901,"Product quality: Barangnya udah sampai dgn aman, ga ada yang rusak sama sekali. Ga sabarrrr mau nyobain. Terima kasihhhh 😍🫰🏻",No Aspect,None
RVW_02911,Kualitas produk: extrait de parfum ostara favorit,No Aspect,None
RVW_02913,wokeee sangatttt laaaa Kualitas produk: very good,No Aspect,None
RVW_02915,"Barang bagus sesuai deskripsi, pengiriman dan pengemasan baik.",No Aspect,None
RVW_02918,"Ostara botol kedua, yg lain first time smga wanginya berkesan🥰",No Aspect,None
RVW_02920,"Barang sudah sampaiii, nggak q bukak karena untuk hadiah teman, memuaskan sesuai pesanan🫶🫶🫶",No Aspect,None
RVW_02934,"Pesanan dipacking dengan rapih, pengiriman barang juga cepat dan Produk sesuai dengan display. Terima kasih 🙏🏼",No Aspect,None
RVW_02941,"awal dari coba decant, tertarik, pas ada flash sale co deh. bonus decant rilisan terbaru morfosia mantabb🤩",No Aspect,None
RVW_02949,"Terbaik, mana dpt bonus Loui lg luvvv bgt❤️",No Aspect,None
RVW_02953,udah nyampe hihi happy bangeeet!! 🥰,No Aspect,None
RVW_02955,Product quality: Packet diterima dengan selamat. Lagi proses maserasi parfumnya,No Aspect,None
RVW_02957,"di keterangan nya ditulis free gift tester pas dibuka ga ada gift nya pas diperiksa dus nya ternyata bolong skedar saran next time taruh gift nya jangan asal masuk dus packing nya saja ya min,demi meminimalisir hal2 yang tidak di inginkan",No Aspect,None
RVW_02975,Mantap surantap....team setia saff n co,No Aspect,None
